Time "Heat flow [Signal, Ch 1]" "Heat [Signal, Ch 1]"
"Automatically converted at 2018-09-21"  
"From tamAir filename: 2018-05-09-Smilauer.xls"  
"Truncated from line: 2 with assigned time: 0.75 h normalized with binder mass: 23.021 g"
"Cement name: CEM I 42.5Rsc Mokra-306-ID 768564"
"Blaine: 306 m2/kg"  
"Sampling date: 5.3.2018"
"w/b: 0.45"  
"Isothermal temperature: 20C"  
"Released heat up to 45 minutes (J/g of binder): 12.0 estimated" 
Qpot 500 J/g AEn 40000 J/mol B1 2.28E-04 1/s B2 7.05E-04 DoHinf 0.850 Eta 6.970 DoH1 0.000 p1 0.000
"Notes: "  
"Column values are in W/g or J/g per normalized binder mass"  
2.343076042731603 0.0004162574694975129 0.01957114522510984
2.354454123311573 0.0004171320362446332 0.036639416536613637
2.3708763187461432 0.0004184505387694311 0.061339197164097976
2.388060266839134 0.00041994994332819597 0.08727185182200556
2.405401168531842 0.0004214630430483789 0.11353539960550878
2.4175868374771543 0.00042252631718476055 0.13204763449240908
2.4297725064224673 0.00042358959132114216 0.15060651352315735
2.4452728929784566 0.00042504100412274915 0.17428389761387275
2.460773279534446 0.00042649936996750796 0.19804246655344804
2.477069111002817 0.0004281166884039221 0.22311048921673984
2.493364942471187 0.0004298003615067003 0.2482753382032724
2.5127043767770134 0.00043179849737518103 0.2782684403560505
2.5352927675512102 0.0004341693925215105 0.3134779183268581
2.5582849567466317 0.0004365982159147753 0.34951545480399926
2.584577952623368 0.00043937572626499236 0.39097301745374935
2.6044702340496917 0.0004414895214108459 0.42251337238353415
2.620843898057938 0.0004433600946821466 0.4485921869446525
2.6372175620661844 0.00044523066795344713 0.4747812628034604
2.6553807259930506 0.00044730567871137747 0.5039615739587475
2.6733126853572005 0.0004493868683555566 0.5329045917278
2.6912446447213494 0.00045149961293027225 0.5619829793212315
2.715932981835472 0.00045441946317606696 0.6022411233094817
2.728777694834603 0.00045601791576229707 0.6232908756145418
2.7416224078337352 0.0004576069840545844 0.6444143249431572
2.7566679786311257 0.0004593948221296816 0.6692485930164617
2.7692631595664556 0.00046092718736104776 0.6901135130274056
2.7899024095800193 0.00046355850782947035 0.7244587575420063
2.806626059346729 0.0004656907958073009 0.7524315493619705
2.8272653093602926 0.00046835641116453315 0.7871320102544631
2.848075635830562 0.00047104412151213363 0.8223206274428868
2.872378682163027 0.0004742841835155001 0.8636744711165453
2.8958522098594246 0.0004774536443280772 0.9038876307874175
2.9193257375558224 0.00048063202534872067 0.9443690016922417
2.939309417009354 0.00048334061110365327 0.9790436979961535
2.9630661478307516 0.00048659705896944854 1.0205202846507822
2.9904761887921234 0.000490463701325682 1.0687265804813717
3.0112886534134553 0.0004933996457613675 1.1055844984676257
3.029696102076107 0.0004960520636647705 1.138368405249408
3.0496123652325737 0.0004989218939130157 1.1740374989607185
3.0695286283890413 0.0005017917241612609 1.209912355332009
3.0964210313558587 0.0005057389537541638 1.2586832131174872
3.121056293182903 0.000509420353826703 1.3036989007266357
3.1231216410795852 0.0005097289915813997 1.3074877170491341
3.1234800720214846 0.0005097825541416343 1.3081454811196336
3.13405381805367 0.0005113626546367371 1.3275806752989232
3.1346750217013897 0.0005114554849532904 1.3287243563456044
3.1424306911892366 0.0005126430656815819 1.343020982132677
3.1501863606770835 0.0005138597523807883 1.3573511719861004
3.1630653889973965 0.0005158801765982696 1.3812228614602817
3.1747501118977866 0.0005176596432445568 1.4029607889827702
3.1864348347981775 0.0005194325200383647 1.4247734311730005
3.203669594658746 0.0005220981846648349 1.4570843880223434
3.2220836130777997 0.0005250843615376141 1.4917934976713338
3.240103310479059 0.0005280065918954614 1.5259509822416955
3.2548657141791457 0.0005303957290472259 1.5540751944516522
3.2818188476562504 0.0005347421900345725 1.6057510425598194
3.3084370252821182 0.0005390346360577174 1.6571986106772567
3.335055202907987 0.0005433313232687908 1.7090577075280409
3.337668273912536 0.0005437616058057896 1.714170879350028
3.3591343152523043 0.0005472963213611316 1.7563281295735926
3.3730543551180103 0.0005496275122071254 1.7838127318608363
3.4012450632784104 0.0005545163956177523 1.839840609471471
3.4296035291088955 0.0005594343718658355 1.896702492069218
3.43280150519477 0.0005599889706416044 1.903146292411973
3.448420270284017 0.0005626975053702532 1.9347092498198397
3.464039035373264 0.0005653983671410067 1.9664242857954641
3.47918997168541 0.0005680183300153294 1.997334469344194
3.4875990564293335 0.000569521040211673 2.0145526662790125
3.5087829593817395 0.0005733226787490542 2.0581304690570277
3.5233265520466706 0.0005759326549404668 2.0882162116511513
3.563971178266738 0.0005832266921970957 2.1730206887601775
3.590817472669814 0.0005882591167291371 2.2296307840080045
3.612753592597114 0.0005923794408883241 2.276248316191249
3.6346897125244144 0.0005964997650475111 2.3231912305041167
3.6467913903130427 0.0005988371721851627 2.3492292789379405
3.6571937984890415 0.0006008517295166046 2.371692655489432
3.6675962066650394 0.0006028662868480465 2.3942314745324818
3.688404650158353 0.0006068961039525198 2.4395433647612395
3.709213093651666 0.000610925921056993 2.4851571301874196
3.7197688468297327 0.0006129701755790211 2.5084115913884597
3.7201230853796012 0.0006130387783348101 2.509193330729588
3.73858178085751 0.0006167310386779603 2.5500532345378804
3.7518963289260867 0.0006193632978983605 2.5796777019688335
3.763698442776998 0.0006216528707504945 2.6060416073726214
3.77550055662791 0.0006239896599809 2.632503794310036
3.789345042440627 0.0006268025203734032 2.663673628582066
3.8077254194683503 0.0006305369627528426 2.705272301335132
3.8261057964960736 0.0006342714051322819 2.7471180797403183
3.8422433053122633 0.0006375501516308361 2.784061336593111
3.851261758274503 0.0006394151694208177 2.8047905896212786
3.8602802112367423 0.0006412975102725049 2.8255806743292027
3.8827258221308396 0.000645982381447632 2.8775894847396253
3.909620162645976 0.0006515957960812496 2.940405001572275
3.9365145031611126 0.0006572840637256731 3.003767630729768
3.9796825217538414 0.0006664832414822994 3.1066275716883633
